Наименование;Артикул;Замена;АЗамена
Выключатель автоматический ВА57-39-341815-250А-2500-690AC-НР230AC/220DC-УХЛ3-КЭАЗ;109987;;
Выключатель автоматический ВА57-39-341815-400А-2500-690AC-НР230AC/220DC-УХЛ3-КЭАЗ;109988;;
Выключатель автоматический ВА57-39-341815-400А-4000-690AC-НР230AC/220DC-УХЛ3-КЭАЗ;109989;;
Выключатель автоматический ВА57-39-341815-630А-5000-690AC-НР230AC/220DC-УХЛ3-КЭАЗ;109990;;
Выключатель автоматический ВА57-39-342315-320А-3200-690AC-РМН24AC-УХЛ3-КЭАЗ;109997;;
Выключатель автоматический ВА57-39-342315-630А-5000-690AC-РМН400AC-УХЛ3-КЭАЗ;109998;;
Выключатель автоматический ВА57-39-344615-630А-2500-690AC-УХЛ3-КЭАЗ;110012;;
Выключатель автоматический ВА57-39-344715-630А-5000-690AC-НР230AC/220DC-УХЛ3-КЭАЗ;110027;;
Выключатель автоматический ВА57-39-345615-250А-2500-690AC-РМН230AC-УХЛ3-КЭАЗ;110033;;
Выключатель автоматический ВА57-39-345615-320А-3200-690AC-РМН230AC-УХЛ3-КЭАЗ;110034;;
Выключатель автоматический ВА57-39-345615-400А-4000-690AC-РМН230AC-УХЛ3-КЭАЗ;110035;;
Выключатель автоматический ВА57-39-624710-400А-440DC-НР230AC/220DC-УХЛ3-КЭАЗ;110036;;
Выключатель автоматический ВА57-39-640010-630А-5000-440DC-УХЛ3-КЭАЗ;110041;;
Выключатель автоматический ВА57-39-641810-630А-5000-440DC-НР110AC/DC-УХЛ3-КЭАЗ;110042;;
Выключатель автоматический ВА57-39-840010-320А-3200-690AC-УХЛ3-КЭАЗ;110044;;
Выключатель автоматический ВА57-39-840010-400А-4000-690AC-УХЛ3-КЭАЗ;110045;;
Выключатель автоматический ВА57-39-840015-250А-1600-690AC-УХЛ3-КЭАЗ;110047;;
Выключатель автоматический ВА57-39-840015-400А-4000-220DC-УХЛ3-КЭАЗ;110048;;
Выключатель автоматический ВА57-39-331830-630А-5000-690AC-НР230AC/220DC-ПЭ230AC-УХЛ3-КЭАЗ;110049;;
Крышка 2хП-АП50Б-У3-КЭАЗ;110428;;
Крышка 3хП-АП50Б-У3-КЭАЗ;110429;;
Основание ППН-0-И3-УХЛ3-КЭАЗ;110444;;
Основание ППН-00-И3-УХЛ3-КЭАЗ;110445;;
Основание ППН-1-И3-УХЛ3-КЭАЗ;110446;;
Основание ППН-2-И3-УХЛ3-КЭАЗ;110447;;
Основание ППН-3-И3-УХЛ3-КЭАЗ;110448;;
Основание ППН-4-И3-УХЛ3-КЭАЗ;110449;;
Расцепитель независимый НР-ВА13-36AC-У3-КЭАЗ;110451;;
Пускатель ПМЛ-1220-10А-110AC-(7-10А)-УХЛ3-Б-КЭАЗ;110680;;
Пускатель ПМЛ-1220-10А-380AC-(0,1-0,16А)-УХЛ3-Б-КЭАЗ;110689;;
Пускатель ПМЛ-1220-10А-380AC-(0,16-0,25А)-УХЛ3-Б-КЭАЗ;110690;;
Пускатель ПМЛ-1220Д-16А-110AC-(12-18А)-УХЛ3-Б-КЭАЗ;110701;;
Пускатель ПМЛ-2220-25А-110AC-(17-25А)-УХЛ3-Б-КЭАЗ;110707;;
Пускатель ПМЛ-2220-25А-220AC-(23-32А)-УХЛ3-Б-КЭАЗ;110710;;
Пускатель ПМЛ-2220Д-32А-220AC-(28-36А)-УХЛ3-Б-КЭАЗ;110718;;
Пускатель ПМЛ-3220-40А-110AC-(23-32А)-УХЛ3-Б-КЭАЗ;110720;;
Пускатель ПМЛ-4220-63А-110AC-(48-65А)-УХЛ3-Б-КЭАЗ;110725;;
Реле перегрузки тепловое РТЛ-1006Д-2-25А-(1,25-2А)-УХЛ4-КЭАЗ;110741;;
Предохранитель ПНБ7-690/250-80-125А-УХЛ3-КЭАЗ;110975;;
Предохранитель ПНБ7-690/250-80-160А-УХЛ3-КЭАЗ;110976;;
Предохранитель ПНБ7-690/250-80-200А-УХЛ3-КЭАЗ;110977;;
Предохранитель ПНБ7-690/250-81-160А-УХЛ3-КЭАЗ;110978;;
Предохранитель ПНБ7-690/250-81-200А-УХЛ3-КЭАЗ;110979;;
Предохранитель ПНБ7-690/250-81-250А-УХЛ3-КЭАЗ;110980;;
Предохранитель ПНБ7-690/400-80-400А-УХЛ3-КЭАЗ;110989;;
Предохранитель ПНБ7-690/400-81-250А-УХЛ3-КЭАЗ;110990;;
Предохранитель ПНБ7-690/400-81-315А-УХЛ3-КЭАЗ;110991;;
Предохранитель ПНБ7-690/400-81-400А-УХЛ3-КЭАЗ;110992;;
Предохранитель ПНБ7-690/630-80-500А-УХЛ3-КЭАЗ;111001;;
Предохранитель ПНБ7-690/630-80-630А-УХЛ3-КЭАЗ;111002;;
Предохранитель ПНБ7-690/630-81-500А-УХЛ3-КЭАЗ;111003;;
Предохранитель ПНБ7-690/630-81-630А-УХЛ3-КЭАЗ;111004;;
Предохранитель ПНБ7-690/630-82-500А-УХЛ3-КЭАЗ;111005;;
Предохранитель ПНБ7-690/630-83-500А-УХЛ3-КЭАЗ;111006;;
ВД63 22 С 40 - АС УХЛ4 ОТК;111508;;
ВД63 23 С 10 - АС УХЛ4 ОТК;111509;;
ВД63 23 С 16 - АС УХЛ4 ОТК;111510;;
ВД63 23 С 20 - АС УХЛ4 ОТК;111511;;
ВД63 23 С 25 - АС УХЛ4 ОТК;111512;;
ВД63 24 С 25 - АС УХЛ4 ОТК;111513;;
ВД63 41 С 10 - АС УХЛ4 ОТК;111514;;
ВД63 41 С 16 - АС УХЛ4 ОТК;111515;;
ВД63 41 С 20 - АС УХЛ4 ОТК;111516;;
ВД63 42 С 10 - АС УХЛ4 ОТК;111517;;
ВД63 42 С 16 - АС УХЛ4 ОТК;111518;;
ВД63 42 С 20 - АС УХЛ4 ОТК;111519;;
ВД63 42 С 25 - АС УХЛ4 ОТК;111520;;
ВД63 42 С 32 - АС УХЛ4 ОТК;111521;;
ВД63 42 С 40 - АС УХЛ4 ОТК;111522;;
ВД63 43 С 10 - АС УХЛ4 ОТК;111523;;
ВД63 43 С 16 - АС УХЛ4 ОТК;111524;;
Выключатель автоматический ВА57-39-340015-320А-2500-690AC-УХЛ3-КЭАЗ;111599;;
Выключатель автоматический ВА57-39-331310-630А-3200-690AC-РМН230AC/220DC-УХЛ3-КЭАЗ;111630;;
Выключатель автоматический ВА57-35-841110-160А-2000-690AC-УХЛ3-КЭАЗ;111679;;
Выключатель автоматический ВА57-35-841110-63А-1250-690AC-УХЛ3-КЭАЗ;111680;;
Выключатель автоматический ВА57-35-841110-16А-320-690AC-УХЛ3-КЭАЗ;111867;;
Выключатель автоматический ВА57-35-821810-160А-690AC-НР230AC/220DC-УХЛ3-КЭАЗ;111871;;
Выключатель автоматический ВА57-35-821810-250А-690AC-НР230AC/220DC-УХЛ3-КЭАЗ;111872;;
Выключатель автоматический ВА57-35-821810-63А-690AC-НР230AC/220DC-УХЛ3-КЭАЗ;111873;;
Выключатель автоматический ВА57-35-341115-100А-1250-690AC-УХЛ3-КЭАЗ;111875;;
Выключатель автоматический ВА57-35-341115-31,5А-320-690AC-УХЛ3-КЭАЗ;111901;;
ОЗР- 24 УХЛ4 ОТК;112070;;
ВМ40-3XG 25,00А УХЛ3 ОТК;112078;;
ВМ40-1XC 6,00А УХЛ3 ОТК;112094;;
ВМ40-3XC 32,00А УХЛ3 ОТК;112105;;
ВМ40-2XC 13,00А УХЛ3 ОТК;112109;;
ВМ40-2XB 16,00А УХЛ3 ОТК;112115;;
Пускатель ПМЛ-3220-40А-24AC-(23-32А)-УХЛ3-Б-КЭАЗ;112122;;
Выключатель автоматический ВА57-35-844610-100А-1250-220DC-УХЛ3-АЭС-КЭАЗ;112501;;
Выключатель автоматический ВА57-35-644610-100А-1250-440DC-УХЛ3-АЭС-КЭАЗ;112502;;
Выключатель автоматический ВА57-39-342315-400А-4000-690AC-РМН24AC-УХЛ3-КЭАЗ;112758;;
Выключатель автоматический ВА57-35-824710-160А-690AC-НР230AC/220DC-УХЛ3-КЭАЗ;112954;;
Выключатель автоматический ВА57-35-644710-125А-800-440DC-НР230AC/220DC-УХЛ3-КЭАЗ;112958;;
Выключатель автоматический ВА57-35-341115-200А-2500-690AC-УХЛ3-КЭАЗ;112973;;
Выключатель нагрузки ВНК-42-31130-1250А-IP32-УХЛ3-КЭАЗ;113124;;
Предохранитель ПКТ-101-10-30-31,5-У3-КЭАЗ;113151;;
Патрон ПКТ-XCX-VK-20/24-31,5-50-У3-КЭАЗ;113283;;
Основание предохранителя ПКТ-П-VK-10/12-У1-КЭАЗ;113347;;
Выключатель автоматический ВА57-35-334710-250А-1600-690AC-НР230AC/220DC-УХЛ3-КЭАЗ;113408;;
Выключатель автоматический ВА57-35-644510-250А-2500-440DC-УХЛ3-КЭАЗ;113511;;
Выключатель автоматический ВА57-35-644510-160А-2000-440DC-УХЛ3-КЭАЗ;113512;;
Выключатель автоматический ВА57-35-840016-200А-630-690AC-УХЛ3-КЭАЗ;113847;;
Выключатель автоматический ВА57-35-840010-40А-160-220DC-УХЛ3-КЭАЗ;113848;;
Выключатель автоматический ВА57-35-841110-100А-500-690AC-УХЛ3-КЭАЗ;113849;;
Ограничитель импульсных перенапряжений (УЗИП) OptiDin OM-I-0-280/12,5;114266;;
Ограничитель импульсных перенапряжений (УЗИП) OptiDin OM-I-0N-260/12,5;114268;;
Ограничитель импульсных перенапряжений (УЗИП) OptiDin OM-I-0-280/12,5/S;114270;;
Ограничитель импульсных перенапряжений (УЗИП) OptiDin OM-II-0N-260/40;114314;;
Выключатель автоматический модульный OptiDin BM63-3L40-УХЛ3-АЭС;114349;;
Расцепитель независимый в отдельном модуле OptiDin BM63-H4-400AC-УХЛ3;114934;;
Выключатель автоматический ВА57-39-644710-630А-5000-440DC-НР230AC/220DC-УХЛ3-КЭАЗ;115039;;
Выключатель автоматический ВА21-29-342210-4А-6Iн-220DC-У3-КЭАЗ;115334;;
Выключатель автоматический ВА57-35-341815-125А-1600-690AC-НР230AC/220DC-УХЛ3-КЭАЗ;115379;;
Выключатель автоматический ВА57-35-841810-250А-2500-220DC-НР110AC/DC-УХЛ3-КЭАЗ;115395;;
Выключатель автоматический OptiStart MP-32R-4;115676;;
Пускатель прямой OptiStart B1T10-230AC;115698;;
Уголок монтажный OptiBox G-UMWK;115728;;
Выключатель автоматический OptiStart MP-32R-0,25;115761;;
Выключатель автоматический OptiStart MP-32R-0,4;115762;;
Выключатель автоматический OptiStart MP-32R-0,63;115763;;
Выключатель автоматический OptiStart MP-32R-1;115764;;
Выключатель автоматический OptiStart MP-32R-1,6;115765;;
Выключатель автоматический OptiStart MP-32R-2,5;115766;;
Выключатель автоматический OptiStart MP-32R-6;115767;;
Выключатель автоматический OptiStart MP-32R-13;115775;;
Выключатель автоматический OptiStart MP-32R-17;115776;;
Выключатель автоматический OptiStart MP-32R-22;115778;;
Выключатель автоматический OptiStart MP-32R-32;115783;;
Выключатель автоматический модульный OptiDin BM63-3L63-УХЛ3-АЭС;116085;;
Выключатель автоматический ВА57-35-341115-80А-1250-690AC-УХЛ3-КЭАЗ;116343;;
Выключатель автоматический ВА57-35-341115-63А-1250-690AC-УХЛ3-КЭАЗ;116561;;
Выключатель автоматический модульный OptiDin BM63-1L50-УХЛ3-АЭС;116564;;
Выключатель автоматический АП50Б-3М-1,6А-10Iн-400AC-IP54Ф-У2-КЭАЗ;116708;;
Выключатель автоматический АП50Б-3М-2,5А-10Iн-400AC-IP54Ф-У2-КЭАЗ;116784;;
Выключатель автоматический ВА57-35-341115-200А-630-690AC-УХЛ3-КЭАЗ;117162;;
Контактор OptiStart K3-1000A12=24DC;117224;;
Контактор OptiStart K3-1000A12=48DC;117225;;
Контактор OptiStart K3-1000A12=110DC;117226;;
Контактор OptiStart K3-1200A12=24DC;117227;;
Контактор OptiStart K3-1200A12=48DC;117228;;
Контактор OptiStart K3-1200A12=110DC;117229;;
Мини-контактор OptiStart K1-09F10=24DC;117355;;
Мини-контактор OptiStart CGM3-09F10-24DC-VS;117356;;
Мини-контактор реверсивный OptiStart CGMR3-09L01-24DC-VS;117380;;
Пускатель прямой OptiStart B1W18P-230AC;117396;;
Пускатель прямой OptiStart B1W18P-400AC;117397;;
не использовать Клемма дополнительная OptiStart LG9750;117407;;
Реле перегрузки тепловое OptiStart TU12/16EQ-14CM;117461;;
Выключатель автоматический ВА57-35-821810-125А-690AC-НР230AC/220DC-УХЛ3-КЭАЗ;117662;;
Выключатель автоматический ВА57-35-641110-31,5А-320-440DC-УХЛ3-КЭАЗ;117663;;
Катушка запасная OptiStart K3-6/4.24;117664;;
Катушка запасная OptiStart K3-6/4.42;117665;;
Катушка запасная OptiStart K3-6/4.110;117666;;
Катушка запасная OptiStart K3-6/41.180;117667;;
Катушка запасная OptiStart K3-6/4.230;117668;;
Катушка запасная OptiStart K3-6/4.400;117669;;
Катушка запасная OptiStart K3-175/4.230;117707;;
Ящик силовой ЯРП11М-351-250А-IP54-УХЛ3-КЭАЗ;117714;;
Ящик силовой ЯРП11М-391-630А-IP54-УХЛ3-КЭАЗ;117716;;
Ящик силовой ЯРП11М-751-250А-IP54-УХЛ3-КЭАЗ;117718;;
Таймер пневматический OptiStart K2-TP40DE;117766;;
Таймер выключения электронный OptiStart K2-TA180-120;117780;;
Супрессор OptiStart RC-K1-230;117787;;
Супрессор OptiStart VG-K2/24;117792;;
Группа питающая запасная OptiStart K3-550/FG-110;117808;;
Группа питающая запасная OptiStart K3-550/FG-400;117810;;
Группа питающая запасная OptiStart K3-860/FG-110;117811;;
Группа питающая запасная OptiStart K3-860/FG-230;117812;;
Группа питающая запасная OptiStart K3-860/FG-400;117813;;
Контакт запасной OptiStart EK3-150/10;117816;;
Контакт запасной OptiStart EK3-151/10;117817;;
Контакт запасной OptiStart EK3-175/10;117818;;
Держатель предохранителей OptiStart K2-F;117841;;
Выпрямитель с держателем предохранителей OptiStart K2-RF11;117842;;
Выпрямитель с держателем предохранителей OptiStart K2-RF3;117843;;
Модуль индикации OptiStart K2-ING;117856;;
Модуль индикации OptiStart K2-INR;117857;;
Модуль индикации OptiStart K2-UN;117858;;
Модуль индикации OptiStart K2-UNR;117859;;
Держатель шины OptiBox P-DS-08;118032;;
Держатель шины OptiBox P-DS-12;118033;;
Держатель шины OptiBox P-DS-18;118034;;
Шина нулевая OptiBox P-KSN-1-7x9-05;118046;;
Шина нулевая OptiBox P-KSN-1-7x9-21;118051;;
