Наименование;Артикул
Выключатель АК50КБ-2М, 5/5, ТУ16-522.024-80;105675
Выключатель АК50КБ-2М, 6,3/5, ТУ16-522.024-80;105677
Выключатель АК50КБ-2М, 8/5, ТУ16-522.024-80;105678
Выключатель АК50КБ-2М, 10/5, IP54 (с кабельными вводами), ТУ16-522.024-80;105679
Выключатель АК50КБ-2М, 16/5, IP54 (с кабельными вводами), ТУ16-522.024-80;261826
Выключатель АК50КБ-2М, 50/5, IP54 (с кабельными вводами), ТУ16-522.024-80;105680
Выключатель АК50КБ-2М, 10/5, IP54 (с сальниками), ТУ16-522.024-80;105681
Выключатель АК50КБ-2М, 16/5, IP54 (с сальниками), ТУ16-522.024-80;237815
Выключатель АК50КБ-2М, 2,5/5, IP54 (с сальниками), ТУ16-522.024-80;105682
Выключатель АК50КБ-2М, 20/5, IP54 (с сальниками), ТУ16-522.024-80;245675
Выключатель АК50КБ-2М, 30/5, IP54 (с сальниками), ТУ16-522.024-80;147492
Выключатель АК50КБ-2М, 50/5, IP54 (с сальниками), ТУ16-522.024-80;105683
Выключатель АК50КБ-2М, 5/5, IP54 (с сальниками), ТУ16-522.024-80;245674
Выключатель АК50КБ-2М, 0,6/5, со свободными контактами, ТУ16-522.024-80;147247
Выключатель АК50КБ-2М, 1,6/5, со свободными контактами, ТУ16-522.024-80;105685
Выключатель АК50КБ-2М, 10/5, со свободными контактами, ТУ16-522.024-80;105686
Выключатель АК50КБ-2М, 16/5, со свободными контактами, ТУ16-522.024-80;105687
Выключатель АК50КБ-2М, 1/5, со свободными контактами, ТУ16-522.024-80;105684
Выключатель АК50КБ-2М, 2,5/5, со свободными контактами, ТУ16-522.024-80;150252
Выключатель АК50КБ-2М, 20/5, со свободными контактами, ТУ16-522.024-80;105689
Выключатель АК50КБ-2М, 25/5, со свободными контактами, ТУ16-522.024-80;105690
Выключатель АК50КБ-2М, 2/5, со свободными контактами, ТУ16-522.024-80;105688
Выключатель АК50КБ-2М, 3,15/5, со свободными контактами, ТУ16-522.024-80;105691
Выключатель АК50КБ-2М, 30/5, со свободными контактами, ТУ16-522.024-80;105692
Выключатель АК50КБ-2М, 35/5, со свободными контактами, ТУ16-522.024-80;150850
Выключатель АК50КБ-2М, 40/5, со свободными контактами, ТУ16-522.024-80;105693
Выключатель АК50КБ-2М, 4/5, со свободными контактами, ТУ16-522.024-80;243880
Выключатель АК50КБ-2М, 50/5, со свободными контактами, ТУ16-522.024-80;105697
Выключатель АК50КБ-2М, 5/5, со свободными контактами, ТУ16-522.024-80;105694
Выключатель АК50КБ-2М, 6,3/5, со свободными контактами, ТУ16-522.024-80;105698
Выключатель АК50КБ-2М, 8/5, со свободными контактами, ТУ16-522.024-80;122525
Выключатель АК50КБ-2М, 30/5, со свободными контактами, IP54 (с сальниками), ТУ16-522.024-80;147498
Выключатель АК50КБ-2М, 5/5, со свободными контактами, IP54 (с сальниками), ТУ16-522.024-80;105699
Выключатель АК50КБ-2М, 10/5, со свободными контактами, крепление за панелью, ТУ16-522.024-80;105700
Выключатель АК50КБ-2М, 20/5, со свободными контактами, крепление за панелью, ТУ16-522.024-80;105701
Выключатель АК50КБ-2М, 5/5, со свободными контактами, крепление за панелью, ТУ16-522.024-80;105702
Выключатель АК50КБ-2М, 6,3/5, со свободными контактами, крепление за панелью, ТУ16-522.024-80;285648
Выключатель АК50КБ-2М, 10/5, крепление за панелью, ТУ16-522.024-80;105703
Выключатель АК50КБ-2М, 16/5, крепление за панелью, ТУ16-522.024-80;149020
Выключатель АК50КБ-2М,20/5, крепление за панелью, ТУ16-522.024-80;105704
Выключатель АК50КБ-2М, 2/5, крепление за панелью, ТУ16-522.024-80;294334
Выключатель АК50КБ-2М, 5/5, крепление за панелью, ТУ16-522.024-80;105705
Выключатель АК50КБ-2М, 8/5, крепление за панелью, ТУ16-522.024-80;105706
Выключатель АК50КБ-2М, постоянный, 1,6/5, ТУ16-522.024-80;147330
Выключатель АК50КБ-2М, постоянный, 10/5, ТУ16-522.024-80;105709
Выключатель АК50КБ-2М, постоянный, 16/5, ТУ16-522.024-80;105710
Выключатель АК50КБ-2М, постоянный, 1/5, ТУ16-522.024-80;105707
Выключатель АК50КБ-2М, постоянный, 20/5, ТУ16-522.024-80;105712
Выключатель АК50КБ-2М, постоянный, 25/5, ТУ16-522.024-80;105713
Выключатель АК50КБ-2М, постоянный, 2/5, ТУ16-522.024-80;105711
Выключатель АК50КБ-2М, постоянный, 3,15/5, ТУ16-522.024-80;105714
Выключатель АК50КБ-2М, постоянный, 30/5, ТУ16-522.024-80;105715
Выключатель АК50КБ-2М, постоянный, 35/5, ТУ16-522.024-80;105717
Выключатель АК50КБ-2М, постоянный, 40/5, ТУ16-522.024-80;105718
Выключатель АК50КБ-2М, постоянный, 4/5, ТУ16-522.024-80;220540
Выключатель АК50КБ-2М, постоянный, 50/5, ТУ16-522.024-80;105721
Выключатель АК50КБ-2М, постоянный, 5/5, ТУ16-522.024-80;105720
Выключатель АК50КБ-2М, постоянный, 6,3/5, ТУ16-522.024-80;105723
Выключатель АК50КБ-2М,постоянный,63/5, ТУ16-522.024-80;251101
Выключатель АК50КБ-2М, постоянный, 8/5, ТУ16-522.024-80;105724
Выключатель АК50КБ-2М, постоянный, 16/5, IP54 (с кабельными вводами), ТУ16-522.024-80;285396
Выключатель АК50КБ-2М, постоянный, 20/5, IP54 (с кабельными вводами), ТУ16-522.024-80;276089
Выключатель АК50КБ-2М, постоянный, 5/5, IP54 (с кабельными вводами), ТУ16-522.024-80;105725
Выключатель АК50КБ-2М, постоянный, 10/5, IP54 (с сальниками), ТУ16-522.024-80;142042
Выключатель АК50КБ-2М, постоянный, 16/5, IP54 (с сальниками), ТУ16-522.024-80;138981
Выключатель АК50КБ-2М, постоянный, 30/5, IP54 (с сальниками), ТУ16-522.024-80;105726
Выключатель АК50КБ-2М, постоянный, 50/5, IP54 (с сальниками), ТУ16-522.024-80;105727
Выключатель АК50КБ-2М, постоянный, 0,6/5, со свободными контактами, ТУ16-522.024-80;225679
Выключатель АК50КБ-2М, постоянный, 1,6/5, со свободными контактами, ТУ16-522.024-80;140888
Выключатель АК50КБ-2М, постоянный, 10/5, со свободными контактами, ТУ16-522.024-80;105729
Выключатель АК50КБ-2М, постоянный, 16/5, со свободными контактами, ТУ16-522.024-80;105730
Выключатель АК50КБ-2М, постоянный, 1/5, со свободными контактами, ТУ16-522.024-80;105728
Выключатель АК50КБ-2М, постоянный, 2,5/5, со свободными контактами, ТУ16-522.024-80;292081
Выключатель АК50КБ-2М, постоянный, 20/5, со свободными контактами, ТУ16-522.024-80;105732
Выключатель АК50КБ-2М, постоянный, 25/5, со свободными контактами, ТУ16-522.024-80;105733
Выключатель АК50КБ-2М, постоянный, 2/5, со свободными контактами, ТУ16-522.024-80;105731
Выключатель АК50КБ-2М, постоянный, 3,15/5, со свободными контактами, ТУ16-522.024-80;105734
Выключатель АК50КБ-2М, постоянный, 30/5, со свободными контактами, ТУ16-522.024-80;105735
Выключатель АК50КБ-2М, постоянный, 35/5, со свободными контактами, ТУ16-522.024-80;105736
Выключатель АК50КБ-2М, постоянный, 40/5, со свободными контактами, ТУ16-522.024-80;105738
Выключатель АК50КБ-2М, постоянный, 4/5, со свободными контактами, ТУ16-522.024-80;105737
Выключатель АК50КБ-2М, постоянный, 50/5, со свободными контактами, ТУ16-522.024-80;105741
Выключатель АК50КБ-2М, постоянный, 5/5, со свободными контактами, ТУ16-522.024-80;105739
Выключатель АК50КБ-2М, постоянный, 6,3/5, со свободными контактами, ТУ16-522.024-80;105743
Выключатель АК50КБ-2М, постоянный, 63/5, со свободными контактами, ТУ16-522.024-80;150837
Выключатель АК50КБ-2М, постоянный, 8/5, со свободными контактами, ТУ16-522.024-80;105744
Выключатель АК50КБ-2М, постоянный, 50/5, со свободными контактами, IP54 (с кабельными вводами), ТУ16-522.024-80;105746
Выключатель АК50КБ-2М, постоянный, 5/5, со свободными контактами, IP54 (с кабельными вводами), ТУ16-522.024-80;105745
Выключатель АК50КБ-2М, постоянный, 50/5, со свободными контактами, IP54 (с сальниками), ТУ16-522.024-80;105747
Выключатель АК50КБ-2М, постоянный, 0,6/5, со свободными контактами, крепление за панелью, ТУ16-522.024-80;105748
Выключатель АК50КБ-2М, постоянный, 10/5, со свободными контактами, крепление за панелью, ТУ16-522.024-80;105749
Выключатель АК50КБ-2М, постоянный, 20/5, со свободными контактами, крепление за панелью, ТУ16-522.024-80;105750
Выключатель АК50КБ-2М, постоянный, 35/5, со свободными контактами, крепление за панелью, ТУ16-522.024-80;105751
Выключатель АК50КБ-2М, постоянный, 4/5, со свободными контактами, крепление за панелью, ТУ16-522.024-80;105752
Выключатель АК50КБ-2М, постоянный, 50/5, со свободными контактами, крепление за панелью, ТУ16-522.024-80;105754
Выключатель АК50КБ-2М, постоянный, 5/5, со свободными контактами, крепление за панелью, ТУ16-522.024-80;105753
Выключатель АК50КБ-2М, постоянный, 10/5, крепление за панелью, ТУ16-522.024-80;105755
Выключатель АК50КБ-2М, постоянный, 20/5, крепление за панелью, ТУ16-522.024-80;244469
Выключатель АК50КБ-2М, постоянный, 30/5, крепление за панелью, ТУ16-522.024-80;113734
Выключатель АК50КБ-2М, постоянный, 50/5, крепление за панелью, ТУ16-522.024-80;105757
Выключатель АК50КБ-2М, постоянный, 5/5, крепление за панелью, ТУ16-522.024-80;105756
Выключатель АК50КБ-2М, 25/7, ТУ16-522.024-80;105758
Выключатель АК50КБ-2М, 30/7, ТУ16-522.024-80;105759
Выключатель АК50КБ-2М, 40/7, ТУ16-522.024-80;105760
Выключатель АК50КБ-2М, 50/7, ТУ16-522.024-80;105761
Выключатель АК50КБ-2М, 40/7, со свободными контактами, ТУ16-522.024-80;105762
Выключатель АК50КБ-2МГ, 1,6/14, ТУ16-522.024-80;105764
Выключатель АК50КБ-2МГ, 10/14, ТУ16-522.024-80;105766
Выключатель АК50КБ-2МГ, 16/14, ТУ16-522.024-80;105767
Выключатель АК50КБ-2МГ, 1/14, ТУ16-522.024-80;105763
Выключатель АК50КБ-2МГ, 2,5/14, ТУ16-522.024-80;105771
Выключатель АК50КБ-2МГ, 20/14, ТУ16-522.024-80;105772
Выключатель АК50КБ-2МГ, 25/14, ТУ16-522.024-80;105773
Выключатель АК50КБ-2МГ, 2/14, ТУ16-522.024-80;105769
Выключатель АК50КБ-2МГ, 3,15/14, ТУ16-522.024-80;105774
Выключатель АК50КБ-2МГ, 30/14, ТУ16-522.024-80;105775
Выключатель АК50КБ-2МГ, 40/14, ТУ16-522.024-80;105777
Выключатель АК50КБ-2МГ, 4/14, ТУ16-522.024-80;105776
Выключатель АК50КБ-2МГ, 50/14, ТУ16-522.024-80;105779
Выключатель АК50КБ-2МГ, 5/14, ТУ16-522.024-80;105778
Выключатель АК50КБ-2МГ, 6,3/14, ТУ16-522.024-80;105780
Выключатель АК50КБ-2МГ, 63/14, ТУ16-522.024-80;321419
Выключатель АК50КБ-2МГ, 8/14, ТУ16-522.024-80;105782
Выключатель АК50КБ-2МГ, 10/14, IP54 (с кабельными вводами), ТУ16-522.024-80;142583
Выключатель АК50КБ-2МГ, 2/14, IP54 (с кабельными вводами), ТУ16-522.024-80;105783
Выключатель АК50КБ-2МГ, 10/14, IP54 (с сальниками), ТУ16-522.024-80;105784
Выключатель АК50КБ-2МГ, 16/14, IP54 (с сальниками), ТУ16-522.024-80;105785
Выключатель АК50КБ-2МГ, 2,5/14, IP54 (с сальниками), ТУ16-522.024-80;105787
Выключатель АК50КБ-2МГ, 20/14, IP54 (с сальниками), ТУ16-522.024-80;271522
Выключатель АК50КБ-2МГ, 2/14, IP54 (с сальниками), ТУ16-522.024-80;105786
Выключатель АК50КБ-2МГ, 50/14, IP54 (с сальниками), ТУ16-522.024-80;140461
Выключатель АК50КБ-2МГ, 5/14, IP54 (с сальниками), ТУ16-522.024-80;257483
Выключатель АК50КБ-2МГ, 6,3/14, IP54 (с сальниками), ТУ16-522.024-80;105788
Выключатель АК50КБ-2МГ, 0,6/14, со свободными контактами, ТУ16-522.024-80;105789
Выключатель АК50КБ-2МГ, 1,6/14, со свободными контактами, ТУ16-522.024-80;105791
Выключатель АК50КБ-2МГ, 10/14, со свободными контактами, ТУ16-522.024-80;105792
Выключатель АК50КБ-2МГ, 16/14, со свободными контактами, ТУ16-522.024-80;105793
Выключатель АК50КБ-2МГ, 1/14, со свободными контактами, ТУ16-522.024-80;105790
Выключатель АК50КБ-2МГ, 2,5/14, со свободными контактами, ТУ16-522.024-80;105795
Выключатель АК50КБ-2МГ, 20/14, со свободными контактами, ТУ16-522.024-80;105796
Выключатель АК50КБ-2МГ, 25/14, со свободными контактами, ТУ16-522.024-80;105797
Выключатель АК50КБ-2МГ, 2/14, со свободными контактами, ТУ16-522.024-80;105794
Выключатель АК50КБ-2МГ, 3,15/14, со свободными контактами, ТУ16-522.024-80;105798
Выключатель АК50КБ-2МГ, 30/14, со свободными контактами, ТУ16-522.024-80;105799
Выключатель АК50КБ-2МГ, 35/14, со свободными контактами, ТУ16-522.024-80;105800
Выключатель АК50КБ-2МГ, 40/14, со свободными контактами, ТУ16-522.024-80;105802
Выключатель АК50КБ-2МГ, 4/14, со свободными контактами, ТУ16-522.024-80;105801
Выключатель АК50КБ-2МГ, 50/14, со свободными контактами, ТУ16-522.024-80;105804
Выключатель АК50КБ-2МГ, 5/14, со свободными контактами, ТУ16-522.024-80;105803
Выключатель АК50КБ-2МГ, 6,3/14, со свободными контактами, ТУ16-522.024-80;105805
Выключатель АК50КБ-2МГ, 63/14, со свободными контактами, ТУ16-522.024-80;312242
Выключатель АК50КБ-2МГ, 8/14, со свободными контактами, ТУ16-522.024-80;105806
Выключатель АК50КБ-2МГ, 16/14, со свободными контактами, IP54 (с кабельными вводами), ТУ16-522.024-80;105807
Выключатель АК50КБ-2МГ, 3,15/14, со свободными контактами, IP54 (с кабельными вводами), ТУ16-522.024-80;105808
Выключатель АК50КБ-2МГ, 0,6/14, со свободными контактами, крепление за панелью, ТУ16-522.024-80;239130
Выключатель АК50КБ-2МГ, 1,6/14, со свободными контактами, крепление за панелью, ТУ16-522.024-80;239118
Выключатель АК50КБ-2МГ, 10/14, со свободными контактами, крепление за панелью, ТУ16-522.024-80;243429
Выключатель АК50КБ-2МГ, 1/14, со свободными контактами, крепление за панелью, ТУ16-522.024-80;243425
Выключатель АК50КБ-2МГ, 25/14, со свободными контактами, крепление за панелью, ТУ16-522.024-80;272354
Выключатель АК50КБ-2МГ, 2/14, со свободными контактами, крепление за панелью, ТУ16-522.024-80;243426
Выключатель АК50КБ-2МГ, 8/14, со свободными контактами, крепление за панелью, ТУ16-522.024-80;276058
Выключатель АК50КБ-2МГ, 16/14, крепление за панелью, ТУ16-522.024-80;105809
Выключатель АК50КБ-2МГ, 2,5/14, крепление за панелью, ТУ16-522.024-80;233645
Выключатель АК50КБ-2МГ, 30/14, крепление за панелью, ТУ16-522.024-80;105810
Выключатель АК50КБ-2МГ, 0,6/5, ТУ16-522.024-80;105811
Выключатель АК50КБ-2МГ, 1,6/5, ТУ16-522.024-80;105813
Выключатель АК50КБ-2МГ, 10/5, ТУ16-522.024-80;105814
Выключатель АК50КБ-2МГ, 16/5, ТУ16-522.024-80;105816
Выключатель АК50КБ-2МГ, 1/5, ТУ16-522.024-80;105812
Выключатель АК50КБ-2МГ, 2,5/5, ТУ16-522.024-80;105819
Выключатель АК50КБ-2МГ, 20/5, ТУ16-522.024-80;105820
Выключатель АК50КБ-2МГ, 25/5, ТУ16-522.024-80;105821
Выключатель АК50КБ-2МГ, 2/5, ТУ16-522.024-80;105817
Выключатель АК50КБ-2МГ, 3,15/5, ТУ16-522.024-80;105822
Выключатель АК50КБ-2МГ, 30/5, ТУ16-522.024-80;105823
Выключатель АК50КБ-2МГ, 35/5, ТУ16-522.024-80;105824
Выключатель АК50КБ-2МГ, 40/5, ТУ16-522.024-80;105826
Выключатель АК50КБ-2МГ, 4/5, ТУ16-522.024-80;105825
Выключатель АК50КБ-2МГ, 50/5, ТУ16-522.024-80;105828
Выключатель АК50КБ-2МГ, 5/5, ТУ16-522.024-80;105827
Выключатель АК50КБ-2МГ, 6,3/5, ТУ16-522.024-80;105829
Выключатель АК50КБ-2МГ, 63/5, ТУ16-522.024-80;279634
Выключатель АК50КБ-2МГ, 8/5, ТУ16-522.024-80;105831
Выключатель АК50КБ-2МГ, 10/5, IP54 (с кабельными вводами), ТУ16-522.024-80;105832
Выключатель АК50КБ-2МГ, 50/5, IP54 (с кабельными вводами), ТУ16-522.024-80;105833
Выключатель АК50КБ-2МГ, 6,3/5, IP54 (с кабельными вводами), ТУ16-522.024-80;105834
Выключатель АК50КБ-2МГ, 50/5, IP54 (с сальниками), ТУ16-522.024-80;105835
Выключатель АК50КБ-2МГ, 6,3/5, IP54 (с сальниками), ТУ16-522.024-80;282756
Выключатель АК50КБ-2МГ, 0,6/5, со свободными контактами, ТУ16-522.024-80;105836
Выключатель АК50КБ-2МГ, 1,6/5, со свободными контактами, ТУ16-522.024-80;105838
Выключатель АК50КБ-2МГ, 10/5, со свободными контактами, ТУ16-522.024-80;105839
Выключатель АК50КБ-2МГ, 16/5, со свободными контактами, ТУ16-522.024-80;105841
Выключатель АК50КБ-2МГ, 1/5, со свободными контактами, ТУ16-522.024-80;105837
Выключатель АК50КБ-2МГ, 2,5/5, со свободными контактами, ТУ16-522.024-80;105843
Выключатель АК50КБ-2МГ, 20/5, со свободными контактами, ТУ16-522.024-80;105844
Выключатель АК50КБ-2МГ, 25/5, со свободными контактами, ТУ16-522.024-80;105845
Выключатель АК50КБ-2МГ, 2/5, со свободными контактами, ТУ16-522.024-80;105842
Выключатель АК50КБ-2МГ, 3,15/5, со свободными контактами, ТУ16-522.024-80;105846
Выключатель АК50КБ-2МГ, 30/5, со свободными контактами, ТУ16-522.024-80;105847
Выключатель АК50КБ-2МГ, 35/5, со свободными контактами, ТУ16-522.024-80;105848
Выключатель АК50КБ-2МГ, 40/5, со свободными контактами, ТУ16-522.024-80;105849
Выключатель АК50КБ-2МГ, 4/5, со свободными контактами, ТУ16-522.024-80;239079
Выключатель АК50КБ-2МГ, 50/5, со свободными контактами, ТУ16-522.024-80;105851
Выключатель АК50КБ-2МГ, 5/5, со свободными контактами, ТУ16-522.024-80;105850
Выключатель АК50КБ-2МГ, 6,3/5, со свободными контактами, ТУ16-522.024-80;105852
Выключатель АК50КБ-2МГ, 63/5, со свободными контактами, ТУ16-522.024-80;239129
Выключатель АК50КБ-2МГ, 8/5, со свободными контактами, ТУ16-522.024-80;105853
Выключатель АК50КБ-2МГ, 10/5, со свободными контактами, IP54 (с кабельными вводами), ТУ16-522.024-80;105854
Выключатель АК50КБ-2МГ 1,6/5, со свободными контактами, крепление за панелью, ТУ16-522.024-80;286760
Выключатель АК50КБ-2МГ 2,5/5, со свободными контактами, крепление за панелью, ТУ16-522.024-80;228254
Выключатель АК50КБ-2МГ, 10/5, крепление за панелью, ТУ16-522.024-80;255210
Выключатель АК50КБ-2МГ, 16/5, крепление за панелью, ТУ16-522.024-80;255211
Выключатель АК50КБ-2МГ, 20/5, крепление за панелью, ТУ16-522.024-80;269173
Выключатель АК50КБ-2МГ, 25/5, крепление за панелью, ТУ16-522.024-80;271846
Выключатель АК50КБ-2МГ, 2/5, крепление за панелью, ТУ16-522.024-80;244228
Выключатель АК50КБ-2МГ, 5/5, крепление за панелью, ТУ16-522.024-80;105855
Выключатель АК50КБ-2МГ, 6,3/5, крепление за панелью, ТУ16-522.024-80;255209
Выключатель АК50КБ-2МГ, постоянный, 10/5, ТУ16-522.024-80;105857
Выключатель АК50КБ-2МГ, постоянный, 16/5, ТУ16-522.024-80;105859
Выключатель АК50КБ-2МГ, постоянный, 1/5, ТУ16-522.024-80;105856
Выключатель АК50КБ-2МГ, постоянный, 2,5/5, ТУ16-522.024-80;105860
Выключатель АК50КБ-2МГ, постоянный, 20/5, ТУ16-522.024-80;105861
Выключатель АК50КБ-2МГ, постоянный, 25/5, ТУ16-522.024-80;105862
Выключатель АК50КБ-2МГ, постоянный, 3,15/5, ТУ16-522.024-80;105863
Выключатель АК50КБ-2МГ, постоянный, 30/5, ТУ16-522.024-80;105864
Выключатель АК50КБ-2МГ, постоянный, 35/5, ТУ16-522.024-80;105865
Выключатель АК50КБ-2МГ, постоянный, 40/5, ТУ16-522.024-80;105866
Выключатель АК50КБ-2МГ, постоянный, 4/5, ТУ16-522.024-80;116669
Выключатель АК50КБ-2МГ, постоянный, 50/5, ТУ16-522.024-80;105868
Выключатель АК50КБ-2МГ, постоянный, 5/5, ТУ16-522.024-80;105867
Выключатель АК50КБ-2МГ, постоянный, 6,3/5, ТУ16-522.024-80;105870
Выключатель АК50КБ-2МГ, постоянный, 8/5, ТУ16-522.024-80;105871
Выключатель АК50КБ-2МГ, постоянный, 16/5, IP54 (с кабельными вводами), ТУ16-522.024-80;105873
Выключатель АК50КБ-2МГ, постоянный, 1/5, IP54 (с кабельными вводами), ТУ16-522.024-80;105872
Выключатель АК50КБ-2МГ, постоянный, 50/5, IP54 (с кабельными вводами), ТУ16-522.024-80;105874
Выключатель АК50КБ-2МГ, постоянный, 50/5, IP54 (с сальниками), ТУ16-522.024-80;105875
Выключатель АК50КБ-2МГ, постоянный, 0,6/5, со свободными контактами, ТУ16-522.024-80;105876
Выключатель АК50КБ-2МГ, постоянный, 1,6/5, со свободными контактами, ТУ16-522.024-80;105878
Выключатель АК50КБ-2МГ, постоянный, 10/5, со свободными контактами, ТУ16-522.024-80;105879
Выключатель АК50КБ-2МГ, постоянный, 16/5, со свободными контактами, ТУ16-522.024-80;105880
Выключатель АК50КБ-2МГ, постоянный, 1/5, со свободными контактами, ТУ16-522.024-80;105877
Выключатель АК50КБ-2МГ, постоянный, 2,5/5, со свободными контактами, ТУ16-522.024-80;105882
Выключатель АК50КБ-2МГ, постоянный, 20/5, со свободными контактами, ТУ16-522.024-80;105883
Выключатель АК50КБ-2МГ, постоянный, 25/5, со свободными контактами, ТУ16-522.024-80;105884
Выключатель АК50КБ-2МГ, постоянный, 2/5, со свободными контактами, ТУ16-522.024-80;105881
Выключатель АК50КБ-2МГ, постоянный, 3,15/5, со свободными контактами, ТУ16-522.024-80;105885
Выключатель АК50КБ-2МГ, постоянный, 30/5, со свободными контактами, ТУ16-522.024-80;105886
Выключатель АК50КБ-2МГ, постоянный, 35/5, со свободными контактами, ТУ16-522.024-80;105887
Выключатель АК50КБ-2МГ, постоянный, 40/5, со свободными контактами, ТУ16-522.024-80;105889
Выключатель АК50КБ-2МГ, постоянный, 4/5, со свободными контактами, ТУ16-522.024-80;105888
Выключатель АК50КБ-2МГ, постоянный, 50/5, со свободными контактами, ТУ16-522.024-80;105892
Выключатель АК50КБ-2МГ, постоянный, 5/5, со свободными контактами, ТУ16-522.024-80;105891
Выключатель АК50КБ-2МГ, постоянный, 6,3/5, со свободными контактами, ТУ16-522.024-80;105894
Выключатель АК50КБ-2МГ, постоянный, 63/5, со свободными контактами, ТУ16-522.024-80;105895
Выключатель АК50КБ-2МГ, постоянный, 8/5, со свободными контактами, ТУ16-522.024-80;105896
Выключатель АК50КБ-2МГ, постоянный, 2/5, со свободными контактами, IP54 (с кабельными вводами), ТУ16-522.024-80;105897
Выключатель АК50КБ-2МГ, постоянный, 40/5, со свободными контактами, IP54 (с кабельными вводами), ТУ16-522.024-80;105898
Выключатель АК50КБ-2МГ, постоянный, 50/5, со свободными контактами, IP54 (с кабельными вводами), ТУ16-522.024-80;105899
Выключатель АК50КБ-2МГ, постоянный, 25/5, со свободными контактами, крепление за панелью, ТУ16-522.024-80;105900
Выключатель АК50КБ-2МГ, постоянный, 10/5, крепление за панелью, ТУ16-522.024-80;105902
Выключатель АК50КБ-2МГ, постоянный, 1/5, крепление за панелью, ТУ16-522.024-80;105901
Выключатель АК50КБ-2МГ, постоянный, 20/5, крепление за панелью, ТУ16-522.024-80;105903
Выключатель АК50КБ-2МГ, постоянный, 25/5, крепление за панелью, ТУ16-522.024-80;105904
Выключатель АК50КБ-2МГ, постоянный, 30/5, крепление за панелью, ТУ16-522.024-80;105905
Выключатель АК50КБ-2МГ, постоянный, 40/5, крепление за панелью, ТУ16-522.024-80;105906
Выключатель АК50КБ-2МГ, постоянный, 50/5, крепление за панелью, ТУ16-522.024-80;258611
Выключатель АК50КБ-2МГ, постоянный, 6,3/5, крепление за панелью, ТУ16-522.024-80;105907
Выключатель АК50КБ-2МГ, 0,6/7, ТУ16-522.024-80;105909
Выключатель АК50КБ-2МГ, 1,6/7, ТУ16-522.024-80;105911
Выключатель АК50КБ-2МГ, 10/7, ТУ16-522.024-80;105912
Выключатель АК50КБ-2МГ, 16/7, ТУ16-522.024-80;105914
Выключатель АК50КБ-2МГ, 1/7, ТУ16-522.024-80;105910
Выключатель АК50КБ-2МГ, 2,5/7, ТУ16-522.024-80;105915
Выключатель АК50КБ-2МГ, 20/7, ТУ16-522.024-80;105916
Выключатель АК50КБ-2МГ, 25/7, ТУ16-522.024-80;105917
Выключатель АК50КБ-2МГ, 2/7, ТУ16-522.024-80;150845
Выключатель АК50КБ-2МГ, 3,15/7, ТУ16-522.024-80;105918
Выключатель АК50КБ-2МГ, 30/7, ТУ16-522.024-80;105919
Выключатель АК50КБ-2МГ, 35/7, ТУ16-522.024-80;105920
Выключатель АК50КБ-2МГ, 40/7, ТУ16-522.024-80;105922
Выключатель АК50КБ-2МГ, 4/7, ТУ16-522.024-80;105921
Выключатель АК50КБ-2МГ, 50/7, ТУ16-522.024-80;105924
Выключатель АК50КБ-2МГ, 5/7, ТУ16-522.024-80;105923
Выключатель АК50КБ-2МГ, 6,3/7, ТУ16-522.024-80;105925
Выключатель АК50КБ-2МГ, 63/7, ТУ16-522.024-80;321420
Выключатель АК50КБ-2МГ, 8/7, ТУ16-522.024-80;105926
Выключатель АК50КБ-2МГ, 16/7, IP54 (с кабельными вводами), ТУ16-522.024-80;105908
Выключатель АК50КБ-2МГ, 25/7, IP54 (с сальниками), ТУ16-522.024-80;233943
Выключатель АК50КБ-2МГ, 0,6/7, со свободными контактами, ТУ16-522.024-80;105927
Выключатель АК50КБ-2МГ, 1,6/7, со свободными контактами, ТУ16-522.024-80;105929
Выключатель АК50КБ-2МГ, 10/7, со свободными контактами, ТУ16-522.024-80;105930
Выключатель АК50КБ-2МГ, 16/7, со свободными контактами, ТУ16-522.024-80;105931
Выключатель АК50КБ-2МГ, 1/7, со свободными контактами, ТУ16-522.024-80;105928
Выключатель АК50КБ-2МГ, 2,5/7, со свободными контактами, ТУ16-522.024-80;105933
Выключатель АК50КБ-2МГ, 20/7, со свободными контактами, ТУ16-522.024-80;105934
Выключатель АК50КБ-2МГ, 25/7, со свободными контактами, ТУ16-522.024-80;105935
Выключатель АК50КБ-2МГ, 2/7, со свободными контактами, ТУ16-522.024-80;105932
Выключатель АК50КБ-2МГ, 3,15/7, со свободными контактами, ТУ16-522.024-80;105936
Выключатель АК50КБ-2МГ, 30/7, со свободными контактами, ТУ16-522.024-80;105937
Выключатель АК50КБ-2МГ, 35/7, со свободными контактами, ТУ16-522.024-80;105938
Выключатель АК50КБ-2МГ, 40/7, со свободными контактами, ТУ16-522.024-80;221818
Выключатель АК50КБ-2МГ, 4/7, со свободными контактами, ТУ16-522.024-80;105939
Выключатель АК50КБ-2МГ, 50/7, со свободными контактами, ТУ16-522.024-80;105941
Выключатель АК50КБ-2МГ, 5/7, со свободными контактами, ТУ16-522.024-80;105940
Выключатель АК50КБ-2МГ, 6,3/7, со свободными контактами, ТУ16-522.024-80;105942
Выключатель АК50КБ-2МГ, 8/7, со свободными контактами, ТУ16-522.024-80;105943
